,mod,wt,km_10,km_100,km_1000,gmm_10,gmm_100,gmm_1000,hc_10,hc_100,hc_1000
92727,2,243,4,74,301,9,75,711,1,22,356
92726,2,13,9,56,288,5,55,598,1,13,12
92725,126,2264,4,8,140,9,42,160,1,1,400
92724,2,13,5,6,415,7,49,112,1,1,234
100276,2,274,1,18,435,7,65,471,1,13,370
92722,0,12,4,76,853,6,79,313,1,32,900
92721,0,1,5,11,31,9,40,600,1,0,861
92720,2,465,4,76,187,6,98,338,1,1,271
100278,0,12,5,11,625,0,60,927,1,53,202
100279,0,10,7,52,233,5,16,687,1,40,509
92729,2,262,4,12,211,7,65,60,1,67,713
92728,2,153,4,12,942,6,86,341,4,95,891
145827,2,1,4,54,912,0,60,747,1,15,164
117831,1,2,9,49,243,2,64,476,1,16,372
117832,2,2,4,89,983,0,91,494,1,53,193
117833,1,2,4,55,101,7,4,717,1,1,760
117834,0,12,4,31,227,7,11,212,1,85,438
117835,1,1,4,76,871,7,63,694,1,47,255
117836,1,2,9,76,659,6,74,459,1,47,658
117837,2,1,4,76,871,7,63,694,1,47,255
117838,2,8,4,12,198,0,32,759,1,1,640
117839,2,8,4,49,391,2,77,227,1,2,87
100896,0,1,4,76,983,6,98,494,1,32,128
100897,0,36,4,1,466,7,11,84,1,85,259
100894,0,3,4,78,743,0,42,60,1,12,893
100895,3,1,4,12,743,0,42,231,1,14,171
100892,0,1,4,84,802,8,5,128,1,91,444
100893,0,3,7,91,90,8,10,370,1,26,304
100890,2,664,4,84,729,7,11,823,1,41,183
100891,0,1959,4,63,752,9,67,741,1,38,362
100898,2,0,4,12,162,7,65,274,1,1,765
100899,0,10,4,98,481,0,42,169,1,15,505
93456,2,79,4,63,752,8,16,741,3,29,311
93457,0,3,9,25,278,7,63,180,1,75,687
93454,2,379,4,89,558,6,54,126,1,33,108
93455,2,13,9,7,889,7,63,106,1,9,894
93452,2,1,9,50,394,2,24,456,1,1,777
93453,126,2264,1,55,6,7,65,978,1,66,335
93450,126,2264,9,7,179,2,23,4,1,14,697
93451,3,1084,4,75,962,0,42,231,1,15,634
93458,2,240,4,78,186,0,81,529,1,37,929
93459,0,105,9,25,278,2,58,193,1,28,817
98206,0,22,4,97,973,0,36,901,9,73,955
98207,2,274,4,76,663,2,64,470,1,23,90
98204,2,40,4,12,414,0,42,357,1,7,876
98205,2,1,0,37,453,5,26,397,1,24,306
98202,126,2264,4,56,288,5,55,41,1,12,240
98203,2,654,4,78,186,0,42,529,1,37,449
98200,0,50,9,7,210,7,63,768,1,10,639
98201,2,44,5,11,966,3,49,927,1,47,383
98208,2,7,4,78,194,0,42,192,1,12,240
98209,1,5,4,12,10,3,81,560,1,12,257
85349,2,22,5,44,666,2,12,319,1,0,61
85348,0,3,9,68,180,6,54,491,1,53,193
85345,2,3,9,25,659,6,77,459,1,28,95
85344,3,791,4,8,140,9,9,629,1,1,760
85347,126,2264,4,73,151,3,81,560,1,12,257
85346,126,2264,3,61,8,9,61,24,1,87,740
85341,126,2264,4,80,387,7,79,899,1,97,288
106847,1,2,4,78,412,0,81,43,1,20,6
85343,2,859,4,12,561,0,81,990,1,1,554
85342,126,2264,4,32,691,1,85,726,8,35,390
87279,126,2264,4,97,335,5,36,789,1,59,542
87278,0,22,4,8,140,6,40,160,1,1,70
87273,42,144,4,53,514,8,43,567,1,39,563
87272,126,2264,4,5,416,3,16,221,1,39,19
87271,126,2264,9,82,132,3,81,181,1,12,646
87270,2,44,4,78,194,0,32,192,1,89,152
87277,0,3,4,72,592,7,36,51,1,59,189
87276,0,1960,4,75,61,0,91,765,1,15,505
87275,2,50,4,12,152,5,55,906,1,1,496
87274,126,2264,4,78,713,0,81,331,1,12,893
1087609,1,1,4,5,353,8,43,221,1,1,355
1087605,1,1,4,12,528,6,54,65,1,53,473
1087604,0,10,4,12,99,9,66,858,1,1,70
1087607,0,12,5,85,193,6,77,328,1,46,328
1087606,0,12,5,6,290,1,89,600,1,84,981
85699,126,2264,4,36,114,2,77,776,1,46,439
85698,3,139,9,49,313,1,36,54,1,13,12
85693,0,1961,4,1,227,7,11,212,1,85,944
85692,2,806,4,1,227,6,55,389,1,1,640
85691,17,163,4,12,957,1,26,480,1,9,873
85690,126,2264,4,5,484,8,43,800,0,4,562
85697,2,9,9,51,809,2,98,196,1,31,796
85696,2,19,4,98,87,0,42,930,1,74,291
85695,126,2264,0,15,129,0,32,195,1,43,147
85694,126,2264,4,84,211,7,35,223,1,33,348
87181,2,242,4,12,107,4,98,562,4,95,258
87180,3,1912,9,69,172,3,19,77,1,41,183
87183,2,240,6,13,275,9,30,72,1,20,6
87182,126,2264,4,49,72,7,8,655,1,16,367
87185,0,1,4,29,107,3,2,863,1,2,961
87184,2,40,9,7,313,3,23,839,1,2,912
87187,126,2264,9,94,146,3,33,102,1,20,728
87186,3,62,9,76,680,6,77,550,1,28,60
87189,2,1962,5,6,361,2,49,157,1,2,324
87188,2,13,1,55,911,3,65,403,1,2,912
1694995,0,36,4,36,437,3,65,776,1,46,64
1977513,2,14,4,12,265,1,89,872,1,90,129
86588,3,293,4,68,639,8,43,461,1,58,339
86589,126,2264,1,18,435,7,65,624,1,14,8
86582,1,7,5,6,221,7,58,859,1,10,455
86583,126,2264,5,44,36,7,65,235,1,2,912
86580,126,2264,4,22,745,2,8,564,1,40,326
86581,1,2,4,62,985,3,33,101,1,12,72
86586,0,1963,7,53,478,8,43,103,1,39,294
86587,0,1,9,10,602,3,73,681,1,41,50
86584,126,2264,4,31,629,4,51,616,1,44,62
86585,2,1716,4,12,50,6,39,988,1,1,684
86630,0,409,4,12,856,8,43,988,1,76,278
86631,0,22,4,12,123,7,54,793,3,29,530
86632,126,2264,4,12,677,1,6,415,1,9,245
86633,126,2264,5,85,850,1,70,661,1,9,940
86634,126,2264,4,81,154,2,82,322,1,80,664
86635,3,1964,4,23,556,9,44,46,1,1,494
86636,126,2264,4,75,962,0,42,231,1,15,634
86637,2,9,9,73,546,7,11,560,1,53,442
86638,2,13,9,1,309,7,11,259,1,85,259
86639,126,2264,4,97,622,8,20,646,1,1,661
2621080,126,2264,4,23,169,3,44,197,1,72,463
89789,0,3,4,1,536,7,79,389,1,59,43
89788,2,13,4,35,259,2,82,997,1,80,664
89781,0,105,3,61,8,9,61,24,1,1,400
89780,2,1966,4,74,427,1,66,637,1,90,34
89783,126,2264,4,85,749,1,89,607,1,90,34
89782,3,1096,9,76,309,7,11,259,1,1,640
89785,2,2,9,76,871,6,98,459,1,1,896
89784,126,2264,9,25,726,6,39,123,1,22,559
89787,0,1967,1,55,445,7,65,685,1,85,833
89786,2,51,3,96,661,9,61,410,1,1,760
89257,2,9,9,7,889,3,23,157,1,16,44
89256,2,1304,9,88,810,9,57,129,1,58,65
89255,2,1968,9,77,493,7,19,963,1,2,476
89254,4,1,9,82,493,3,19,938,1,1,401
89253,0,1163,4,59,427,5,21,637,1,1,589
89252,2,19,4,12,162,6,79,941,1,32,128
89251,2,215,4,12,162,6,79,941,1,32,128
89250,2,13,9,73,179,7,73,4,1,14,397
89259,78,1969,4,12,830,6,40,858,1,1,292
89258,3,1970,4,1,504,7,79,444,1,1,552
88782,126,2264,4,12,933,6,7,522,1,10,121
88783,126,2264,4,12,147,7,79,444,1,1,552
88780,2,235,4,12,898,7,63,338,1,69,261
88781,2,818,4,84,182,6,24,334,1,11,365
88786,2,44,4,12,174,6,79,444,1,1,640
88787,2,205,4,12,491,6,7,393,1,21,7
88784,126,2264,5,11,625,9,9,91,2,52,122
88785,2,90,4,12,306,6,77,580,1,28,60
103202,7,1,4,12,729,6,79,738,1,41,490
103203,1,5,5,11,163,9,9,927,1,86,190
88788,126,2264,5,44,503,0,37,2,1,86,190
88789,0,12,4,85,483,3,44,494,1,72,364
103206,1,1,4,84,182,6,7,393,1,21,42
103207,2,2,4,84,182,7,63,334,1,1,13
103204,0,1,4,12,174,7,11,313,1,69,261
103205,2,67,4,27,961,2,24,801,1,14,786
872995,1,2,4,0,346,6,40,260,1,69,691
872994,1,2,8,0,2,6,40,571,1,47,658
1695106,0,10,4,84,971,6,7,393,1,1,554
97724,2,9,4,68,855,6,7,393,1,1,235
97725,0,12,8,57,18,6,40,253,1,1,70
97726,2,1,4,59,370,8,79,444,1,1,70
97727,0,10,4,84,673,6,24,548,1,46,328
97720,0,30,4,55,101,7,65,223,1,21,7
97721,0,1,4,85,354,6,77,459,1,1,70
97722,2,25,4,5,306,8,78,580,1,46,328
97723,0,12,8,26,109,6,40,438,1,1,70
97728,126,2264,4,12,123,6,7,378,1,21,7
97729,2,90,4,63,936,9,40,780,1,1,292
88128,2,23,0,67,921,0,55,728,1,45,154
88129,2,9,4,74,261,9,93,203,1,1,847
101279,0,12,5,11,625,9,60,330,1,1,925
93549,0,35,7,52,285,8,10,898,1,10,344
95472,0,3,4,84,729,6,7,393,1,32,203
95473,0,3,4,84,377,1,6,383,1,1,400
95470,2,50,4,12,198,7,7,338,1,1,556
95471,0,1,9,76,659,6,72,459,1,42,793
95476,0,33,4,63,581,9,40,394,1,1,292
95477,0,33,4,84,729,7,32,823,1,1,70
95474,0,33,4,10,30,6,98,529,1,1,70
95475,0,33,5,85,307,7,57,944,1,47,135
95478,0,33,4,68,971,6,7,393,1,1,554
95479,0,1971,4,12,306,7,42,580,1,46,328
110601,2,1,4,12,933,6,7,393,1,1,247
101277,0,12,4,12,198,6,98,991,1,32,0
93540,2,40,4,73,151,7,91,560,1,96,659
101270,0,47,4,8,195,9,42,160,1,15,634
93542,126,2264,4,12,898,7,63,338,1,9,637
101272,0,12,4,89,337,6,54,126,1,53,461
98579,1,1,4,1,147,7,79,648,1,1,98
103448,0,10,4,12,162,6,98,459,1,1,777
91338,2,53,4,97,65,8,3,217,1,40,133
98577,2,382,4,12,162,8,20,738,1,1,151
103440,2,2,4,1,174,6,79,313,1,1,640
96929,3,316,4,89,321,6,54,642,1,33,216
96928,0,22,4,59,914,8,47,138,1,40,124
96925,1,3,4,73,412,3,81,43,1,37,449
96924,0,35,4,68,971,6,7,461,1,56,456
96927,2,25,4,75,250,0,42,231,1,15,93
96926,2,146,5,11,625,1,70,999,1,90,623
96921,126,2264,5,6,282,0,91,246,1,15,279
96920,3,36,9,7,487,7,36,839,1,16,820
96923,126,2264,9,22,570,7,36,532,1,79,574
96922,126,2264,4,84,971,6,54,642,1,32,917
103443,1,1,4,12,633,2,64,236,1,2,978
103444,2,2,9,82,357,3,81,748,1,12,39
103445,2,0,9,82,450,3,81,353,1,12,315
90189,2,639,4,0,402,6,40,202,1,1,70
111878,1,2,4,54,414,0,42,1,1,15,164
90185,2,40,4,12,69,8,20,274,1,53,32
90184,126,2264,4,92,79,7,63,530,1,46,534
90187,0,1975,6,13,192,9,30,156,1,15,368
111879,1,5,5,44,573,9,87,261,2,27,49
90181,2,9,4,35,643,5,43,783,1,40,119
90180,0,3,4,76,309,6,79,259,1,1,640
90183,0,409,4,12,529,1,96,130,1,41,376
90182,2,151,4,83,237,7,76,355,1,0,962
94404,2,30,4,83,89,7,76,308,1,0,962
94405,0,12,4,83,237,7,76,355,1,0,962
94406,2,13,4,63,805,4,16,486,1,21,794
94407,2,382,4,84,729,2,82,528,1,1,472
94400,1,5,4,12,729,7,54,738,1,75,745
94401,93,1093,9,10,5,2,23,295,1,10,377
94402,93,1093,4,84,802,6,7,128,1,47,135
94403,2,29,9,69,96,6,58,546,1,38,657
94408,3,2,4,5,635,8,67,554,1,40,47
94409,2,50,4,41,33,2,77,913,1,94,766
2217721,126,2264,9,25,725,2,23,50,1,75,31
106964,1,83,4,78,618,0,81,825,1,77,36
108588,1,5,4,35,593,1,6,783,1,21,493
108589,1,2,4,84,729,2,82,528,1,1,151
92121,3,1,4,24,82,1,93,120,1,6,586
92120,3,1,4,76,309,7,63,259,1,1,98
92123,3,1611,5,92,189,7,63,162,1,75,31
92122,3,112,4,85,314,6,40,238,1,22,356
92125,2,129,4,89,244,8,54,21,1,32,203
92124,2,1932,9,10,602,2,98,681,1,28,801
92127,126,2264,9,25,470,6,82,255,3,29,311
92126,3,157,4,72,51,5,36,835,1,59,542
92129,126,2264,5,11,934,7,98,319,1,53,442
92128,2,1156,4,49,391,3,77,227,1,9,448
108580,2,30,4,98,87,0,42,930,1,74,291
108581,1,83,8,26,740,1,66,113,1,90,34
89602,0,158,7,52,383,8,16,587,1,39,19
87844,0,2006,4,75,139,0,42,169,1,74,412
108583,1,5,4,54,672,0,91,1,1,1,684
87845,1,1,4,75,195,0,42,765,1,15,495
108584,1,2,9,76,222,6,98,470,1,69,261
103990,0,12,5,85,899,3,70,618,3,29,411
108585,1,2,4,55,101,3,4,656,1,1,266
1434357,3,2,4,5,416,0,46,690,0,4,229
87847,2,44,4,68,733,8,7,461,1,33,884
108586,1,1,9,50,720,1,35,415,1,9,245
111409,7,1884,5,85,163,3,26,299,1,86,680
111408,126,2264,4,84,182,6,7,393,1,53,568
111407,1,1935,4,89,575,7,39,608,1,21,102
87840,126,2264,4,97,856,8,3,40,1,40,47
111405,1,83,4,84,941,8,43,334,1,40,47
111404,1,2,4,59,370,0,81,47,1,40,51
111403,1,1,4,83,865,7,76,355,1,41,107
111402,1,5,4,32,287,1,41,206,1,13,714
111401,0,12,4,84,729,7,54,60,1,32,971
87841,0,1,4,84,548,1,70,383,1,9,245
104172,2,30,4,3,395,8,51,417,1,40,133
107978,1,2,9,76,853,6,98,459,1,1,235
107979,1,83,4,59,786,8,47,267,1,46,439
107974,1,5,4,75,250,0,42,169,1,15,505
107975,1,5,4,84,941,8,47,219,1,40,133
107976,126,2264,4,68,733,8,43,461,1,21,321
87843,0,156,4,98,64,0,60,784,1,15,93
107970,2,68,4,89,321,7,39,608,1,41,490
107971,1,5,9,99,363,3,73,55,1,61,105
107972,2,30,4,76,529,6,40,362,1,1,235
107973,2,30,4,12,198,6,54,65,1,32,128
93290,1,1,4,75,962,0,60,231,1,15,634
93291,1,2,9,77,366,7,41,983,1,59,43
93292,2,53,9,22,762,7,45,699,1,16,367
93293,1,83,4,12,491,6,43,21,1,53,425
93294,3,1403,4,84,472,1,66,535,1,0,466
93295,3,523,4,84,182,6,7,393,1,14,171
93296,3,1467,4,1,504,7,79,941,1,85,259
93297,2,13,1,55,502,1,65,10,1,1,400
93298,2,1,9,19,768,3,69,882,1,9,894
93299,2,1,9,30,555,2,69,919,1,28,332
99939,1,1,4,22,745,2,8,919,1,40,326
99938,126,2264,4,97,469,8,3,797,9,98,686
99937,126,2264,9,25,911,7,65,403,1,75,783
99936,0,3,9,76,470,6,63,255,1,10,265
99935,1,1,4,16,523,3,69,775,1,2,476
99934,0,131,7,52,234,7,46,141,1,39,294
99933,0,3,4,75,139,0,42,169,1,15,93
99932,1,1,4,63,386,9,54,110,1,33,434
99931,1,5,4,10,30,7,65,295,1,23,200
99930,1,1,7,52,234,7,11,141,1,47,21
96118,3,3,4,1,466,7,11,648,1,85,259
96119,1,2,4,1,944,7,11,84,1,47,345
96114,1,1,4,75,61,0,60,765,1,15,403
96115,0,3,4,1,312,7,4,841,1,85,438
96116,126,2264,9,25,662,1,66,258,1,41,183
96117,3,2,8,0,2,9,66,571,1,41,183
87575,3,195,4,78,279,0,42,60,1,12,240
96111,0,105,4,24,423,8,93,635,1,6,484
96112,0,1,4,75,139,0,42,231,1,15,93
96113,0,35,9,22,646,2,69,503,1,75,783
106317,0,1977,9,90,852,1,96,115,1,14,397
106316,0,1,9,50,501,1,96,376,1,14,753
106315,2,68,4,43,291,2,88,375,1,2,912
106314,0,12,4,89,386,6,54,110,1,23,388
106313,0,1,4,12,898,7,63,338,1,44,435
106311,1,5,4,54,912,0,91,266,1,96,153
106310,1,2,4,72,397,7,36,51,1,16,820
106318,1,1,8,57,109,6,40,16,1,1,70
102807,1,1,3,96,661,9,61,410,1,1,400
102806,1,1,4,8,293,9,61,365,1,0,573
102805,2,1,5,24,482,1,93,846,1,6,336
102804,1,1,5,24,851,1,93,846,1,6,336
102801,1,2,5,32,708,1,41,198,1,13,714
102800,1,3,4,78,194,0,42,529,1,12,240
87576,0,15,4,12,520,6,54,268,1,41,194
102809,0,12,4,47,219,8,48,73,1,40,572
102808,2,1,9,25,96,6,39,180,1,10,455
87577,2,196,4,12,743,0,81,331,1,12,240
145777,1,5,4,36,423,1,29,635,1,6,878
99069,0,3,4,12,910,2,64,507,1,10,265
99068,1,2,5,11,625,0,60,927,1,47,658
99061,2,7,4,89,663,6,39,236,1,33,108
99060,0,1978,4,12,694,1,89,872,1,90,34
99063,0,3,4,10,663,6,98,236,1,14,171
99062,2,76,5,44,606,7,87,855,1,0,166
99065,1,2,4,12,289,9,61,130,1,41,302
99064,0,10,4,80,131,7,79,539,1,9,386
99067,126,2264,5,49,916,2,88,553,1,16,423
99066,3,2,4,12,973,0,33,324,1,40,124
105464,1,2,7,39,739,9,10,325,1,11,914
105465,1,5,4,5,7,2,69,358,1,40,767
105466,1,1,9,59,188,8,47,267,1,31,227
105460,2,664,9,25,222,6,77,775,1,28,237
105461,2,664,4,12,69,8,43,138,1,53,193
105462,2,664,4,5,131,7,63,539,1,9,739
105463,2,7,4,68,971,6,7,117,1,1,556
112356,1,30,4,84,622,8,47,219,1,1,974
112357,2,1,4,49,78,3,59,716,1,12,402
112354,1,5,9,89,726,7,54,123,1,1,320
112355,2,1,4,84,182,6,7,65,1,41,490
112352,1,2,7,39,732,7,11,687,1,85,776
105469,27,1979,9,0,402,6,40,794,1,1,446
112350,1,2,4,68,971,8,54,461,1,33,216
112351,1,1,9,76,753,2,72,351,1,9,82
102115,0,1,4,12,162,6,7,231,1,1,554
102114,0,131,4,97,336,8,20,396,1,40,228
102117,0,21,4,54,912,0,60,833,1,15,403
102116,0,10,4,68,902,6,54,642,1,21,810
102111,1,1,4,84,586,8,20,563,1,53,193
102110,88,1980,4,12,162,0,42,274,1,53,193
102113,2,1,4,84,491,6,54,528,1,1,235
102112,1,1,1,55,502,7,65,49,1,25,492
102119,2,1,4,12,147,7,79,941,1,21,102
102118,0,3,4,1,174,7,11,389,1,85,438
2010319,126,2264,4,4,622,8,47,646,1,1,825
107198,0,346,4,12,710,9,41,361,1,13,174
107199,2,1,4,89,337,6,39,691,1,33,108
107196,2,30,4,89,119,6,54,691,1,21,102
107197,1,5,4,75,962,0,42,357,1,15,634
107194,2,1,4,75,61,0,42,160,1,15,505
107195,0,287,4,1,234,7,11,141,1,85,259
107192,0,21,4,23,178,9,44,481,1,13,12
107193,0,1,4,76,309,6,98,259,1,32,203
107190,54,309,7,39,732,8,16,301,1,26,304
107191,1,5,9,7,324,6,98,342,1,11,380
137739,1,2,4,12,617,7,63,791,1,1,731
137731,2,30,4,12,520,6,77,144,1,53,425
137730,0,52,4,21,339,0,92,689,1,15,164
137733,1,83,4,1,536,5,0,832,1,92,280
137732,1,5,4,84,182,6,5,310,1,0,573
137735,1,2,4,12,673,6,40,498,1,1,70
137734,2,1,4,73,151,3,81,758,1,12,72
137737,2,2,9,6,361,6,77,311,1,53,202
137736,1,5,4,76,871,6,98,459,1,1,731
109972,0,36,7,52,285,5,36,217,1,39,404
109973,0,10,4,1,504,7,79,124,1,1,636
109970,1,2,4,1,420,7,79,874,1,1,636
109971,1,2,4,75,962,0,42,169,1,15,368
109976,0,1,4,12,162,6,43,507,1,1,320
109974,0,82,4,59,914,8,29,950,1,53,800
109975,2,1,7,52,11,8,46,217,1,40,509
108373,1,5,4,12,856,6,39,988,1,47,22
108372,0,346,6,13,192,9,38,156,1,15,634
108371,28,250,4,12,314,6,44,858,1,7,876
108370,2,68,4,80,667,7,63,401,1,97,748
108377,1,83,4,12,211,9,89,656,1,53,193
108376,1,5,4,84,841,9,29,310,1,9,111
108375,1,5,4,62,429,3,99,275,1,28,817
108374,1,2,2,9,537,4,18,337,1,39,718
108379,1,83,5,44,503,3,84,2,1,86,190
108378,1,2,4,75,250,0,42,231,1,15,505
111876,1,5,4,1,227,7,11,389,1,31,408
111877,1,5,4,5,622,8,47,646,0,4,287
111874,2,68,4,76,871,6,98,459,1,28,95
111875,2,1,4,76,348,6,98,375,1,28,60
111872,1,2,4,83,621,1,76,574,1,41,107
111873,1,1,4,12,162,6,7,529,1,41,302
111870,2,1,1,55,273,7,65,978,1,25,492
111871,1,2,4,76,198,6,98,313,1,69,691
91331,0,1974,9,7,433,7,23,399,1,1,320
103441,2,1,4,75,195,0,42,357,1,15,634
103442,1,1,4,10,243,6,98,459,1,32,379
91332,2,7,4,85,354,6,98,499,1,1,640
91335,2,289,7,5,285,5,46,217,9,98,366
91334,126,2264,7,52,285,9,10,239,1,66,132
91337,2,13,4,12,69,8,43,274,1,53,193
91336,4,535,4,74,427,1,28,637,1,1,381
145895,1,2,9,25,662,2,72,258,1,9,82
145894,1,1,4,10,244,2,57,895,1,58,339
145897,1,2,1,55,911,3,4,403,1,2,351
145896,1,2,4,89,119,6,64,691,1,10,318
145891,2,1,4,12,174,7,79,313,1,1,297
145890,2,68,4,1,227,7,11,212,1,85,438
145893,126,2264,4,1,466,7,11,84,1,85,259
145892,1,2,4,1,174,7,79,389,1,1,640
145899,1,2,0,37,649,5,26,59,1,24,38
145898,0,52,4,31,395,0,90,276,1,12,888
2351149,2,1,0,17,115,0,15,256,1,45,430
109396,1,1,4,53,553,8,43,568,1,76,595
109397,1,59,5,11,307,6,98,944,1,69,691
109394,1,2,4,65,111,0,39,152,1,28,95
109395,1,2,5,11,811,7,98,836,1,53,473
109392,2,68,4,8,140,1,89,607,1,1,238
109393,1,2,0,15,16,0,32,667,1,43,375
109390,1,68,5,22,221,2,64,945,1,16,544
109391,1,2,5,11,783,2,93,328,1,16,544
103999,3,2,5,63,936,3,93,780,1,14,171
87848,126,2264,4,1,944,7,11,84,1,69,712
87849,2,1015,4,1,227,7,11,212,1,69,712
109398,1,422,4,1,174,7,11,212,1,69,691
109399,1,5,4,1,174,7,11,829,1,60,2
101598,2,44,9,69,670,7,58,745,1,1,98
101599,2,44,4,84,841,6,98,528,1,21,42
101594,3,2,4,84,729,6,7,393,1,1,151
101595,126,2264,4,78,194,0,81,192,1,12,240
101596,1,2,4,12,743,0,91,331,1,96,659
101597,0,1,4,1,159,7,79,444,1,1,552
101590,1,1,4,75,962,0,42,357,1,15,634
101591,0,130,4,59,991,8,43,138,1,40,51
101593,0,12,4,1,227,7,11,212,1,85,944
109020,1,2,4,78,279,0,42,60,1,12,888
109021,1,2,4,59,188,8,47,732,1,40,51
109023,1,5,4,59,319,5,43,138,1,40,47
109024,1,2,9,6,398,7,63,545,1,9,744
109025,2,68,4,84,160,6,54,118,1,1,151
109026,1,2,4,1,466,1,16,648,1,6,1
109027,2,1,4,89,575,0,91,608,1,33,216
109028,0,1,4,78,194,0,42,192,1,12,893
109029,0,1,4,78,194,0,42,192,1,12,240
2681535,126,2264,4,89,9,6,54,154,1,32,821
85558,2,1986,4,76,369,6,98,241,1,1,765
85559,3,387,4,97,973,8,78,396,9,98,517
85554,2,189,7,5,136,8,46,706,1,40,218
85555,0,156,3,8,293,9,9,365,1,8,274
85556,2,1,4,92,189,7,63,162,1,9,80
85557,126,2264,4,1,466,7,11,141,1,85,259
85550,126,2264,4,21,339,0,92,455,1,44,188
85551,89,1068,4,55,101,7,65,223,1,25,492
85552,0,22,4,12,162,6,7,941,1,21,102
85553,126,2264,7,24,598,8,93,540,1,6,155
109671,1,1,4,97,469,8,20,797,1,47,79
109670,1,5,4,84,941,8,3,334,1,21,42
109673,2,631,4,84,941,8,47,580,1,40,717
88550,2,22,4,36,437,1,29,776,1,46,439
109675,1,83,4,84,729,3,82,528,1,21,321
109674,1,5,4,85,791,1,70,512,1,9,940
109677,1,1,4,12,791,1,70,512,1,9,940
109676,1,2,4,59,188,8,43,267,1,40,51
95205,2,19,4,12,131,7,63,216,1,9,739
95204,1,5,4,1,227,7,79,389,1,9,739
95207,0,52,4,75,250,0,42,169,1,15,93
95206,2,9,4,68,902,8,54,642,1,33,216
95201,0,3,4,97,65,8,3,901,1,40,717
95200,4,507,4,1,944,3,37,84,1,86,74
95203,4,1151,4,76,472,2,64,470,1,23,242
95202,2,9,4,12,162,6,7,507,1,9,29
87028,126,2264,9,6,361,2,49,928,1,16,44
87029,2,13,4,47,42,8,48,360,1,87,226
87022,0,13,4,59,69,8,43,138,1,53,32
87023,0,1686,4,89,321,6,54,318,1,53,461
87020,2,1983,0,15,893,0,90,667,1,43,375
87021,2,1519,4,12,553,8,3,568,1,40,133
87026,0,1,4,12,212,6,7,378,1,53,473
87027,0,131,3,96,364,9,61,315,1,1,716
87024,3,523,9,25,515,2,58,969,1,40,51
87025,2,9,4,1,466,7,11,141,1,85,259
86775,1,2,4,62,236,3,99,80,1,16,605
86774,0,9,4,68,971,8,5,117,1,40,133
86777,2,80,1,18,404,7,65,492,1,25,815
86776,0,50,4,47,110,8,48,743,1,40,509
86771,2,1984,4,89,211,7,39,656,1,41,194
86770,2,13,4,59,991,8,43,61,1,40,51
86773,126,2264,4,5,353,0,71,221,1,39,563
86772,126,2264,4,89,558,6,54,608,1,56,130
86779,2,1409,9,25,725,6,98,50,1,85,144
86778,0,978,4,84,729,7,5,829,1,60,689
111550,2,1587,4,72,475,7,36,582,1,59,852
94562,2,1203,4,59,69,8,47,138,1,40,47
96358,0,3,4,98,481,0,60,169,1,74,291
96359,2,1,3,96,364,9,61,315,1,1,843
96356,1,2,9,8,563,1,89,367,1,0,861
96357,0,12,4,97,336,8,20,374,1,71,346
96354,1,3,9,73,580,3,54,148,1,21,321
150541,1,5,4,84,321,6,5,318,3,29,830
96352,0,22,5,44,500,3,12,578,1,38,273
96353,3,647,4,89,386,6,54,110,1,53,32
96350,1,2,4,72,592,7,36,404,1,59,488
96351,0,22,4,84,69,8,43,138,1,1,235
94264,0,3,4,84,983,6,5,318,1,91,67
94265,2,50,4,49,520,6,98,268,1,23,849
94266,0,815,7,91,565,8,10,273,1,26,253
94267,3,753,9,25,725,6,98,459,1,32,900
94260,0,22,4,89,575,4,36,608,1,33,216
94261,0,105,4,84,586,8,5,640,1,9,448
94262,0,2021,7,67,992,1,28,98,1,11,312
94263,126,2264,9,16,756,2,69,686,1,2,395
97083,126,2264,9,73,546,7,11,179,1,32,203
94268,2,61,4,5,353,7,79,648,1,85,259
94269,0,655,4,12,162,7,11,829,1,60,2
97087,2,13,4,30,249,2,69,818,1,10,4
97086,3,2,7,52,798,0,46,875,1,15,279
150540,1,5,4,12,306,8,29,635,1,40,923
96684,0,50,4,1,466,7,79,648,1,85,776
96685,0,1985,5,11,934,0,12,836,1,1,925
96686,2,13,4,76,50,7,54,900,1,44,118
96687,0,52,5,49,977,7,45,427,1,16,995
96680,0,52,4,53,441,8,43,422,1,1,235
96681,3,28,3,96,364,9,9,315,1,90,34
96682,2,1,9,73,720,1,35,983,1,21,493
96683,126,2264,2,29,38,3,80,64,1,53,32
96688,2,40,9,25,472,2,64,535,1,1,235
96689,1,2,9,88,810,9,57,895,1,21,102
94192,0,12,4,16,523,3,86,775,1,2,35
94193,2,1,9,16,523,3,86,775,1,2,35
94190,2,80,4,12,719,2,69,775,1,2,373
94191,0,105,4,84,729,8,5,528,1,9,215
94196,2,1030,4,84,957,2,5,791,1,9,111
94197,2,204,4,84,729,2,88,738,1,2,373
94194,3,28,9,10,602,7,63,476,1,0,61
94195,2,112,4,1,504,7,79,750,1,13,370
94198,2,61,9,54,912,0,91,266,1,96,153
94199,0,22,5,44,606,2,87,855,1,1,496
90682,1,2,9,76,871,6,77,470,1,28,95
90683,0,13,4,88,91,2,57,262,1,58,841
90680,0,13,4,36,452,2,77,88,1,46,100
90681,0,105,4,72,592,7,36,835,1,59,488
90686,126,2264,4,72,51,7,36,257,1,59,514
90687,2,7,4,49,594,1,29,560,1,40,51
